ncbi_species,species
Winogradskyella haliclonae,Winogradskyella haliclonae
Bifidobacterium hapali,Bifidobacterium hapali
Pseudodesulfovibrio nedwellii,Pseudodesulfovibrio nedwellii
Blochmannia ocreatus,Blochmanniella ocreatus
Gulosibacter chungangensis,Gulosibacter chungangensis
Streptococcus symci,Streptococcus symci
Electrothrix aarhusensis,Electrothrix aarhusensis
Brachybacterium timonense,Brachybacterium timonense
Marinomonas pollencensis,Marinomonas pollencensis
Nonomuraea jiangxiensis,Nonomuraea jiangxiensis
Polaribacter pacificus,Polaribacter_A pacificus
bacterium UBA4883,Caproicibacter sp002399225
uncultured Pseudocitrobacter,Pseudocitrobacter sp913778145
Desulfallas sp.,JADNRQ01 sp015594625
Lederbergia sp.,Lederbergia sp022867885
Rhodococcus artemisiae,Rhodococcus artemisiae
Salibacterium aidingense,Salibacterium aidingense
Rheinheimera pleomorphica,Rheinheimera pleomorphica
Peribacillus tepidiphilus,Bacillus_BN tepidiphilus
Thermogemmatispora onikobensis,Thermogemmatispora onikobensis
uncultured Catenibacillus,CAKRHR01 sp934339005
Merdinaster equi,Merdinaster equi
Streptosporangium longisporum,Streptosporangium longisporum
Devosia insulae,Devosia_A insulae
Sphingomonas rosea,Sphingomicrobium rosea
Aquimarina sediminis,Aquimarina sediminis
Limosilactobacillus difficilis,Limosilactobacillus difficilis
Sphingomonas colocasiae,Sphingobium_A colocasiae
Cohaesibacter gelatinilyticus,Cohaesibacter gelatinilyticus
Kordiimonas gwangyangensis,Kordiimonas gwangyangensis
Mucilaginibacter jinjuensis,Mucilaginibacter jinjuensis
Arthrobacter wenxiniae,Specibacter wenxiniae
Helicobacter cynogastricus,Helicobacter_E cynogastricus
Thiothrix winogradskyi,Thiothrix winogradskyi
Paraburkholderia silviterrae,Paraburkholderia silviterrae
Poinsettia branch-inducing,Phytoplasma pruni
Nocardioides perillae,Nocardioides perillae
Caldalkalibacillus salinus,Caldalkalibacillus_A salinus
Campylobacter taeniopygiae,Campylobacter_D taeniopygiae
Kineosporia rhizophila,Kineosporia rhizophila
methane-oxidizing endosymbiont,Methylomarinum sp016097405
uncultured Sedimentitalea,Pontibaca sp947504115
Lysinibacillus timonensis,Ureibacillus timonensis
Phaseolibacter flectens,Phaseolibacter flectens
Neosynechococcus sphagnicola,Neosynechococcus sphagnicola
Pisciglobus halotolerans,Pisciglobus halotolerans
Billgrantia lactosivorans,Billgrantia lactosivorans
Actinomadura luzonensis,Nonomuraea luzonensis
Autumnicola psychrophila,Autumnicola psychrophila
Coxiella mudrowiae,Coxiella mudrowiae
Pseudarcicella hirudinis,Pseudarcicella hirudinis
Halioxenophilus sp.,Halioxenophilus sp033283405
Algoriphagus aestuariicola,Algoriphagus aestuariicola
Companilactobacillus keshanensis,Companilactobacillus keshanensis
Lactiplantibacillus nangangensis,Lactiplantibacillus nangangensis
Sphingomonas jatrophae,Sphingomonas_P jatrophae
Clostridium ultunense,Schnuerera ultunensis
Myceligenerans indicum,Myceligenerans indicum
Clostridium acidisoli,Clostridium_I acidisoli
Pseudoduganella namucuonensis,Pseudoduganella namucuonensis
Kosmotogales bacterium,JASGMR01 sp030156385
Streptomyces pimonensis,Streptomyces pimonensis
Clostridium chrysemydis,Clostridium chrysemydis
Aureimonas psammosilenae,Aureimonas_A psammosilenae
Sanguibacter hominis,Flavimobilis hominis
Chryseobacterium artocarpi,Chryseobacterium artocarpi
Bacillus spongiae,Bacillus_CI spongiae
Maribacter huludaoensis,Maribacter huludaoensis
Natronoflexus pectinivorans,Natronoflexus pectinivorans
Mesonia maritima,Mesonia maritima
Corallococcus silvisoli,Corallococcus silvisoli
Alsobacter ponti,Alsobacter ponti
Roseiconus nitratireducens,Stieleria nitratireducens
Epilithonimonas bovis,Epilithonimonas bovis
Alloactinosynnema sp.,Actinokineospora sp900070365
Paenibacillus hexagrammi,Paenibacillus_E hexagrammi
Roseococcus pinisoli,Roseococcus pinisoli
Sphingomonas brevis,Sphingomicrobium breve
Rhodothalassiaceae bacterium,J084 sp026004935
Shewanella dokdonensis,Shewanella dokdonensis
Ferrimonas sediminum,Ferrimonas sediminum
Chryseobacterium hagamense,Chryseobacterium hagamense
Longilinea arvoryzae,Longilinea arvoryzae
Chondromyces sp.,Sulfomarinibacter sp035466375
Aneurinibacillus soli,Aneurinibacillus soli
Nesterenkonia alba,Nesterenkonia alba
Jannaschia formosa,Jannaschia formosa
Ruegeria sediminis,Ruegeria sediminis
Aromatoleum toluvorans,Aromatoleum toluvorans
Jeotgalibacillus aurantiacus,Jeotgalibacillus aurantiacus
Oryzisolibacter propanilivorax,Melaminivora propanilivorax
Mycobacterium tilburgii,Mycobacterium tilburgii
Kineosphaera limosa,Kineosphaera limosa
Kitasatospora azatica,Kitasatospora azatica
Aquisalimonas lutea,Aquisalimonas lutea
bacterium GBS-1,GBS-1 sp001443005
Halomonas cupida,Halomonas cupida
Marinicella gelatinilytica,Marinicella gelatinilytica
Actinophytocola xanthii,Actinophytocola xanthii
Arthrobacter terricola,Arthrobacter terricola
Algicella marina,Algicella marina
Polaribacter marinus,Polaribacter marinus
Corynebacterium ulceribovis,Corynebacterium ulceribovis
Mumia quercus,Mumia quercus
Kocuria oceani,Kocuria oceani
Desulfobotulus mexicanus,Desulfobotulus mexicanus
Tritonibacter litoralis,Epibacterium litoralis
Duganella guangzhouensis,Duganella guangzhouensis
Thermasporomyces composti,Thermasporomyces composti
Flavonifractor merdigallinarum,Pseudoflavonifractor_A merdigallinarum
Helicobacter anatolicus,Helicobacter_H anatolicus
Schaalia canis,Pauljensenia canis
Agrilactobacillus fermenti,Agrilactobacillus fermenti
bacterium UBP7_UBA6624,UBA6624 sp002716355
Algoriphagus terrigena,Algoriphagus terrigena
Pseudothauera nasutitermitis,Pseudothauera nasutitermitis
Streptomyces huiliensis,Streptomyces huiliensis
Weissella fermenti,Weissella fermenti
Pseudoduganella guangdongensis,Pseudoduganella guangdongensis
Undibacterium hunanense,Undibacterium hunanense
uncultured Anaerobacillus,Anaerobacillus_A hwajinpoensis_B
Staphylococcus hsinchuensis,Staphylococcus hsinchuensis
Lysobacter penaei,Marilutibacter penaei
Rhodovulum adriaticum,Rhodovulum adriaticum
Actinoplanes missouriensis,Actinoplanes missouriensis
Avimicrobium caecorum,Avimicrobium caecorum
Caldinitratiruptor microaerophilus,Caldinitratiruptor microaerophilus
Lunatimonas lonarensis,Lunatimonas lonarensis
Mycoplasma marinum,Mycoplasma_K marinum
Aureimonas populi,Aureimonas populi
Rubricoccus marinus,Rubricoccus marinus
Rothia aerolata,Rothia aerolata
Flavicella sediminum,Flavicella sediminum
Tuberibacillus calidus,Tuberibacillus calidus
Paenibacillus terricola,Paenibacillus_T terricola
Flavobacterium agricola,Flavobacterium agricola
Tepidibacter aestuarii,Tepidibacter_A aestuarii
Amnibacterium flavum,Naasia flava
Filobacillus milosensis,Filobacillus milosensis
Mycoplasmopsis primatum,Mycoplasmopsis primatum
Ezakiella peruensis,Ezakiella peruensis
Rhizobium aegyptiacum,Rhizobium aethiopicum
Myceligenerans crystallogenes,Myceligenerans crystallogenes
Youngiibacter sp.,Youngiibacter sp002428415
Streptomyces coryli,Streptomyces coryli
Bradyrhizobium commune,Bradyrhizobium commune
Pseudonocardia nigra,Pseudonocardia nigra
Ochrobactrum chromiisoli,Brucella chromiisoli
Arcanobacter lacustris,Arcanibacter lacustris
Ruminococcus turbiniformis,Mediterraneibacter turbiniformis
Elioraea rosea,Elioraea_A rosea
Echinicola salinicaeni,Echinicola salinicaeni
Paenibacillus humicola,Paenibacillus_Z humicola
Roseinatronobacter alkalisoli,Roseinatronobacter alkalisoli
Sphingomonas beigongshangi,Sphingomonas beigongshangi
Limimonas coprohippi,UBA1227 sp018065925
Nocardioides caeni,Nocardioides caeni
Biomaibacter acetigenes,Biomaibacter acetigenes
Gillisia lutea,Gillisia lutea
Nocardioides marinquilinus,Nocardioides marinquilinus
Hominisplanchenecus sp.,Hominisplanchenecus sp022769625
Caldicellulosiruptor danielii,Caldicellulosiruptor danielii
Rhodanobacter caeni,Rhodanobacter caeni
Flavobacterium cyanobacteriorum,Flavobacterium cyanobacteriorum
Rhodoplanes roseus,Rhodoplanes roseus
Argonema antarcticum,Argonema antarcticum
Bacteroides merdipullorum,Bacteroides merdipullorum
Anditalea andensis,Anditalea andensis
Arcticibacter eurypsychrophilus,Arcticibacter eurypsychrophilus
Rhizobium glycinendophyticum,Allorhizobium glycinendophyticum
Mongoliibacter sp.,Mongoliibacter sp007692705
Spiroplasma gladiatoris,Spiroplasma_A gladiatoris
Pseudaminobacter manganicus,Mesorhizobium manganicum
Agaribacterium sp.,Agaribacterium sp041346925
Hymenobacter taeanensis,Hymenobacter taeanensis
uncultured Desulfomicrobiaceae,Thermodesulfomicrobium sp937989665
Anaerobacillus alkalilacustris,Anaerobacillus alkalilacustris
Sphingobium mellinum,Sphingobium mellinum
uncultured Microcoleaceae,CALKCV01 sp938083405
Paenibacillus marchantiophytorum,Paenibacillus_E marchantiophytorum
Marmoricola endophyticus,Marmoricola endophyticus
Micromonospora nigra,Micromonospora nigra
Anadelfobacter sociabilis,Anadelfobacter sociabilis
Avimonas faecium,Avimonas faecium
Streptomyces cahuitamycinicus,Streptomyces cahuitamycinicus
Microbacterium excoecariae,Microbacterium excoecariae
Caldalkalibacillus uzonensis,Caldalkalibacillus uzonensis
Actinotalea solisilvae,Actinotalea solisilvae
Seinonella peptonophila,Seinonella peptonophila
Babela massiliensis,Babela massiliensis
Psychroflexus longus,Psychroflexus longus
Salinibius halmophilus,Salinibius halmophilus
Allocatelliglobosispora scoriae,Allocatelliglobosispora scoriae
Polaribacter irgensii,Polaribacter irgensii
Sulfurospirillum oryzae,Sulfurospirillum oryzae
Bergeyella porcorum,QD2021 sp036209505
Alteripontixanthobacter maritimus,Alteripontixanthobacter maritimus
Afipia clevelandensis,Afipia clevelandensis
Gordonia pseudamarae,Gordonia pseudamarae
Mycoplasma mobile,Mycoplasma_J mobile
Salinicola socius,Salinicola socius
Halobacillus amylolyticus,Halobacillus_A amylolyticus
Flavobacterium lotistagni,Flavobacterium lotistagni
Streptomyces lichenis,Streptomyces lichenis
Nitratireductor kimnyeongensis,Nitratireductor kimnyeongensis
Pigmentiphaga aceris,Pigmentiphaga aceris
Promineifilum breve,Promineifilum breve
Mycoplasma haemocanis,Eperythrozoon_B haemocanis
Mangrovactinospora gilvigrisea,Mangrovactinospora gilvigrisea
Micromonospora costi,Micromonospora costi
Levilactobacillus yiduensis,Levilactobacillus yiduensis
Massilia glaciei,Telluria glaciei
Pseudaminobacter sp.,Pseudaminobacter sp035941355
Fimivicinus sp.,Fimivicinus sp002320555
Desulfosporosinus nitroreducens,Desulfosporosinus nitroreducens
Amnimonas aquatica,Perlucidibaca aquatica_A
Patulibacter medicamentivorans,Patulibacter medicamentivorans
Pseudomaricurvus alkylphenolicus,Pseudomaricurvus alkylphenolicus
Chromobacterium alticapitis,Chromobacterium alticapitis
Sulfitobacter guttiformis,Sulfitobacter guttiformis
Vogesella fluminis,Vogesella fluminis
Nakamurella lactea,Nakamurella lactea
Microbacterium pullistercoris,Microbacterium pullistercoris
Roseibium hamelinense,Roseibium hamelinense
Polynucleobacter hallstattensis,Polynucleobacter hallstattensis
Lacticaseibacillus salsurivasis,Lacticaseibacillus salsurivasis
Sphingomonas abaci,Sphingomonas abaci
Zwartia panacis,Zwartia panacis
Dormiibacter spiritus,Dormiibacter spiritus
Cryptobacteroides merdavium,Cryptobacteroides merdavium
Limimorpha caballi,Limimorpha caballi
Nocardiopsis coralli,Nocardiopsis coralli
Paracoccus benzoatiresistens,Paracoccus benzoatiresistens
Sedimentisphaera cyanobacteriorum,Sedimentisphaera cyanobacteriorum
Dyella ginsengisoli,Dyella_A ginsengisoli
Alloalcanivorax balearicus,Alloalcanivorax balearicus
Alkalihalobacillus bogoriensis,Bacillus_AO bogoriense
Actinoplanes derwentensis,Actinoplanes derwentensis
Desulfosporosinus metallidurans,Desulfosporosinus metallidurans
Intestinimonas pullistercoris,Intestinimonas pullistercoris
Pseudomonas pharmacofabricae,Pseudomonas_E fluvialis
Psychroflexus salis,Psychroflexus salis
Shewanella atlantica,Shewanella atlantica
Legionella yabuuchiae,Legionella_A yabuuchiae
Sporolactobacillus putidus,Sporolactobacillus putidus
Emticicia aquatica,Emticicia aquatica
Shewanella olleyana,Shewanella olleyana
Leifsonia bigeumensis,Terrimesophilobacter bigeumensis
bacterium TMED80,TMED80 sp002170405
Anoxybacter fermentans,Anoxybacter fermentans
Amycolatopsis anabasis,Amycolatopsis anabasis
Congregibacter litoralis,Congregibacter litoralis
Micromonospora parastrephiae,Micromonospora parastrephiae
Peptidiphaga gingivicola,Peptidiphaga gingivicola
Atopomonas hussainii,Atopomonas hussainii
Winogradskyella algicola,Winogradskyella algicola
Planctopirus ephydatiae,Planctopirus ephydatiae
Hoeflea algicola,Hoeflea algicola
cyanobacterium CYA1,CAADGN01 sp900696545
Paenibacillus sabuli,Paenibacillus_D sabuli
Roseivivax jejudonensis,Roseivivax jejudonensis
Arenicella xantha,Arenicella xantha
Marinobacterium halophilum,Marinobacterium halophilum
Chryseobacterium polytrichastri,Chryseobacterium polytrichastri
Janibacter alkaliphilus,Janibacter alkaliphilus
uncultured Aminipila,Aminipila sp963524205
Profftia lariciata,Profftia lariciata
Nitrosophilus kaiyonis,Nitrosophilus_A kaiyonis
Flavobacterium fontis,Flavobacterium fontis
Virgibacillus halotolerans,Virgibacillus halotolerans
Flavobacterium azizsancarii,Flavobacterium azizsancarii
Gracilimonas mengyeensis,Gracilimonas mengyeensis
Oceaniferula marina,Oceaniferula marina
Limnoraphis sp.,Limnoraphis robusta
Brevundimonas phytovorans,Brevundimonas phytovorans
Methylotetracoccus oryzae,Methylotetracoccus oryzae
Roseofilum acuticapitatum,Roseofilum acuticapitatum
Vibrio floridensis,Vibrio floridensis
Algihabitans albus,Algihabitans albus
Lysobacter silvestris,Solilutibacter silvestris
Actinomadura vinacea,Spirillospora vinacea
Lysobacter telluris,Cognatiluteimonas_A telluris
Tamaricihabitans halophyticus,Tamaricihabitans halophyticus
Litoreibacter ponti,Litoreibacter ponti
Leptospira selangorensis,Leptospira_B selangorensis
Rubrobacter naiadicus,Rubrobacter_E naiadicus
Tenacibaculum todarodis,Tenacibaculum_A todarodis
Corynebacterium alimapuense,Corynebacterium alimapuense
Oceanicola granulosus,Oceanicola granulosus
Roseovarius lutimaris,Roseovarius lutimaris
Nocardioides alcanivorans,Nocardioides alcanivorans
Limnobaculum eriocheiris,Limnobaculum eriocheiris
Ruminimicrobiellum bubulum,Ruminimicrobiellum bubulum
Pseudoclavibacter triregionum,Pseudoclavibacter triregionum
Sulfitobacter brevis,Sulfitobacter brevis
Flagellimonas maritima,Flagellimonas maritima
Lentzea jiangxiensis,Lentzea jiangxiensis
Micromonospora parathelypteridis,Micromonospora parathelypteridis
Nannocystales bacterium,Ga0077550 sp038325765
Methylobacterium marchantiae,Methylobacterium marchantiae
Caproicibacterium argilliputei,Caproicibacterium argilliputei
Malikia granosa,Malikia granosa
Vibrio profundi,Vibrio profundi
Caballeronia udeis,Caballeronia udeis
Zavarzinella sp.,JAWKTI01 sp041399155
Olsenella pullistercoris,Thermophilibacter pullistercoris
Oerskovia flava,Oerskovia flava
Tariuqbacter arcticus,Tariuqbacter arcticus
uncultured Neokomagataea,Neokomagataea sp946476835
uncultured Methylomonas,CAIQWF01 sp936941155
Tindallia magadiensis,Tindallia magadiensis
Agromyces tardus,Agromyces tardus
uncultured Demequina,Demequina sp913055775
Desulfofarcimen acetoxidans,Desulfofarcimen acetoxidans
Colwellia demingiae,Colwellia demingiae
Leucobacter zeae,Leucobacter zeae
Rossellomorea oryzaecorticis,Rossellomorea oryzaecorticis
Paenibacillus lentus,Fontibacillus lentus
Acutalibacter intestini,Acutalibacter intestini
Pelagibacterium xiamenense,Pelagibacterium xiamenense
Pontibacter litorisediminis,Pontibacter litorisediminis
Tistlia sp.,Tistlia sp040905785
Steffania adelgidicola,Steffania adelgidicola
Flavobacterium orientale,Flavobacterium orientale
Ruthenibacterium merdavium,Ruthenibacterium merdavium
Oceanirhabdus seepicola,Oceanirhabdus seepicola
Pontibacter chinhatensis,Pontibacter chinhatensis
Onthousia faecavium,Onthousia faecavium
Metaruminococcus caecorum,Metaruminococcus caecorum
Lutibacter profundi,Lutibacter profundi
Desertifilum tharense,Desertifilum tharense
Saccharopolyspora cebuensis,Saccharopolyspora cebuensis
Pseudomonas fortuita,Pseudomonas_E fortuita
Arcanobacterium wilhelmae,Arcanobacterium wilhelmae
Agrilactobacillus yilanensis,Agrilactobacillus yilanensis
Shinella daejeonensis,Shinella daejeonensis
Crickella merdequi,Crickella merdequi
Streptomyces cyanogenus,Streptomyces cyanogenus
Mucilaginibacter terrenus,Mucilaginibacter terrenus
Alkalicoccus urumqiensis,Alkalicoccus urumqiensis
Pseudosulfitobacter sp.,Pseudosulfitobacter sp003335545
Khoudiadiopia massiliensis,Khoudiadiopia massiliensis
Pararhodonellum marinum,Pararhodonellum marinum
Adhaeribacter radiodurans,Adhaeribacter radiodurans
Intrasporangium chromatireducens,Intrasporangium_A chromatireducens
Pandoraea horticolens,Pandoraea horticolens
Paralysiella testudinis,Paralysiella testudinis
Microbulbifer taiwanensis,Microbulbifer taiwanensis
Prauserella isguenensis,Prauserella isguenensis
Limimaricola litoreus,Limimaricola litoreus
Microbulbifer guangxiensis,Microbulbifer guangxiensis
Algichlamydia australiensis,Algichlamydia australiensis
Tabrizicola aquatica,Tabrizicola aquatica
Bifidobacterium colobi,Bifidobacterium colobi
Cellulomonas rhizosphaerae,Cellulomonas rhizosphaerae
Pacificispira spongiicola,Pacificispira spongiicola
Aristaeella lactis,Aristaeella lactis
Calidifontibacillus erzurumensis,Calidifontibacillus erzurumensis
Mesorhizobium metallidurans,Mesorhizobium metallidurans
Azospira inquinata,Azospira inquinata
Marinobacterium lacunae,Marinobacterium_D lacunae
Comamonas antarctica,Comamonas antarctica
Borreliella tachyglossi,Borrelia tachyglossi
Sandarakinorhabdus rubra,Sandarakinorhabdus rubra
Virgibacillus doumboii,Lentibacillus doumboii
Desulfallas thermosapovorans,Sporotomaculum thermosapovorans
Albimonas donghaensis,Albimonas donghaensis
Deinococcus koreensis,Deinococcus koreensis
Jidaibacter acanthamoeba,Jidaibacter acanthamoeba
Konateibacter massiliensis,Lachnotalea massiliensis
uncultured Oscillatoriales,Planktothrix sp903893625
Hymenobacter volaticus,Hymenobacter volaticus
Paenibacillus beijingensis,Paenibacillus_O beijingensis
Mycobacterium fortunisiensis,Mycobacterium fortunisiensis
Hanstruepera flava,Hanstruepera flava
Paraburkholderia acidiphila,Paraburkholderia acidiphila
Intestinicryptomonas porci,Intestinicryptomonas porci
